method_name,system_link,pdf_hash,efficacy_observed,application_conditions,results_summary,limitations,confidence,source,formatted_at,data_layer
Encarsia formosa,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf,ce0f7b3b32f3,,"Utilisation d'auxiliaires ""Biobest®"" pour la lutte contre les bioagresseurs aériens.",Très peu d'attaques par des bioagresseurs telluriques durant les six années du projet GEDUBAT.,,0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hyménoptères parasitoïdes,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf,ce0f7b3b32f3,Très peu d'attaques par des bioagresseurs telluriques,Présence de ruches à Bourdons « Biobest® » installées dans les abris froids et auxiliaires « Biobest® » pour la lutte contre les bioagresseurs aériens.,"Le projet GEDUBAT concerne les systèmes sous abris froids, avec une approche en réseau et une diversité géographique représentative, pour pouvoir proposer des solutions techniques adaptées à une large ""gamme"" de producteurs et de conditions climatiques.",0 tolérance pour les maladies fongiques aériennes,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf,ce0f7b3b32f3,Très peu d'attaques par des bioagresseurs telluriques,"Utilisation d'auxiliaires ""Biobest®"" pour la lutte contre les bioagresseurs aériens.","Installation de ruches à Bourdons ""Biobest®"" pour la pollinisation des cultures.",,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phéromone lépidoptères,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf,ce0f7b3b32f3,,"Utilisation d'auxiliaires ""Biobest®"" pour la lutte contre les bioagresseurs aériens.",Très peu d'attaques par des bioagresseurs telluriques durant les six années du projet GEDUBAT.,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphidius matricariae,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_L%C3%A9gumes_CTIFL%20Carquefou.pdf,ce0f7b3b32f3,Permet la lutte contre les bioagresseurs aériens.,"Utilisation d'auxiliaires ""Biobest®""",Très peu d’attaques par des bioagresseurs telluriques durant les six années du projet GEDUBAT.,null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus subtilis,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T5.pdf,fb88f3afd53f,Contient les bioagresseurs telluriques. Permet de contenir les bioagresseurs telluriques.,"Utilisé dans un système de culture DEPHY avec salade, solanacées et cucurbitacées. Le même calendrier cultural est expérimenté dans le système « Techniques validées».",Ne réalise pas de traitement fongicide contre Botrytis et Sclerotinia sur la salade d’automne (1ère culture).,La salade avant la solarisation doit être particulièrement protégée.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus subtilis,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T5.pdf,fb88f3afd53f,Contrôle de Sclérotinia,"Utilisation dans la culture de salade, solancées et cucurbitacées",Le système privilégie les produits de biocontrôle disponibles sur le marché et réduit le recours à certains fongicides sur salade.,Aucune limitation spécifiée dans le texte,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Coniothyrium minitans,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T5.pdf,fb88f3afd53f,Contrôle de Sclérotinia,"Utilisation dans le système DEPHY pour la culture de Salade, solancées et cucurbitacées",Le système privilégie les produits de biocontrôle disponibles sur le marché et réduit le recours à certains fongicides sur salade.,Aucune limitation spécifiée dans le texte,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphate ferrique,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T5.pdf,fb88f3afd53f,Contrôle des limaces,"Salade, solancées, cucurbitacées",,null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus subtilis,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T6.pdf,cbe343c44891,On a baissé l’IFT.,,Remplacement des applications de produits chimiques par du biocontrôle,Les processus à l’œuvre pour stimuler la vie du sol sont longs à se mettre en place mais les résultats sont encourageants.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus subtilis,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T6.pdf,cbe343c44891,On a baissé l’IFT.,,On a remplacé les applications de produits chimiques par du biocontrôle,Les processus à l’œuvre pour stimuler la vie du sol sont longs à se mettre en place mais les résultats sont encourageants.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Coniothyrium minitans,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T6.pdf,cbe343c44891,On a baissé l’IFT.,,Les processus à l’œuvre pour stimuler la vie du sol sont longs à se mettre en place mais les résultats sont encourageants.,,0.7,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphate ferrique,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T6.pdf,cbe343c44891,baisser l’IFT,,recherche de remplacement des applications de produits chimiques par du biocontrôle,,0.8,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphidius sp.,http://ecophytopic.fr/sites/default/files/Fiche%20Systeme_GRAB_GEDUBAT_T2.pdf,cd4576e23412,limiter le développement d'autres bioagresseurs aériens sur courgette : tolérance oïdium en fin de culture,"culture : Courgette, cible : Pucerons",,null,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphonates de potassium,http://ecophytopic.fr/sites/default/files/Fiche%20Systeme_GRAB_GEDUBAT_T2.pdf,cd4576e23412,limiter le développement d'oïdium sur courgette en fin de culture,,remplacement d’un ou plusieurs traitements phytosanitaires par un levier de gestion alternatif,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Sorgho anti nématodes,http://ecophytopic.fr/sites/default/files/Fiche%20Systeme_GRAB_GEDUBAT_T2.pdf,cd4576e23412,"Réduction des populations de nématodes à galles (Meloidogyne spp.) par l'utilisation d'espèces peu sensibles sur le créneau à risque vis-à-vis des nématodes, au printemps et en été.","Utilisation d'espèces peu sensibles (roquette, oignon, fenouil, salade) sur le créneau à risque et de cultures peu sensibles (chou rave, persil, coriandre) en automne-hiver. Apport de sorgho comme engrais vert l’été.","Le système permet de réduire le risque lié à la rotation de cultures et de minimiser le recours à des solutions curatives telles que la solarisation. Au début du projet en 2012, la parcelle était fortement contaminée par les nématodes. Une solarisation a été réalisée pour avoir un effet rapide sur la réduction de l’inoculum.",Le système ne peut être utilisé que sur des exploitations suffisamment diversifiées.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Soufre,http://ecophytopic.fr/sites/default/files/Fiche%20Systeme_GRAB_GEDUBAT_T2.pdf,cd4576e23412,limiter l’oïdium sur courgette en fin de culture,"soufre, souvent main d’œuvre incontournable en cultures de cucurbitacées",limiter le développement d’autres bioagresseurs telluriques,tolérance limitée pour l’oïdium et les pucerons sur légumes feuilles,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Canavalia ensiformis (Fabacées),http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T7.pdf,e88bf4c5c604,Contient les bioagresseurs telluriques.,Utilisé en alternance avec la solarisation tous les 3 ans.,Permet de contenir les bioagresseurs telluriques. La désinfection par la solarisation tous les 3 ans et la protection phytosanitaire permettent de contenir les bioagresseurs telluriques.,La salade d’automne n’est pas protégée contre Botrytis et Sclérotinia.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Canavalia ensiformis (Fabacées),http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T7.pdf,e88bf4c5c604,Contenir les bioagresseurs telluriques.,"Solarisation tous les 3 ans, durée 45 jours avec température à atteindre : 40°C à -10 cm, suivie d’un engrais vert en août pour 45 jours.",La désinfection par la solarisation tous les 3 ans et la protection phytosanitaire permettent de contenir les bioagresseurs telluriques.,La capacité de production de cette parcelle conduite en système intensif depuis 1999 tend à diminuer.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Canavalia ensiformis (Fabacées),http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T7.pdf,e88bf4c5c604,Contenir les bioagresseurs telluriques.,"Solarisation tous les 3 ans, engrais vert en août pour 45 jours.",La désinfection par la solarisation tous les 3 ans et la protection phytosanitaire permettent de contenir les bioagresseurs telluriques.,La capacité de production de cette parcelle conduite en système intensif depuis 1999 tend à diminuer.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Canavalia ensiformis (Fabacées),http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T7.pdf,e88bf4c5c604,Contenir les bioagresseurs telluriques. Observation de mycélium ou de nécroses sur légume (Sclérotinia à 5%),Solarisation tous les 3 ans.,La désinfection par la solarisation tous les 3 ans et la protection phytosanitaire permettent de contenir les bioagresseurs telluriques.,La salade d’automne n’est pas protégée contre Botrytis et Sclérotinia.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phosphate ferrique,http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_GEDUBAT_Al%C3%A9nya_T7.pdf,e88bf4c5c604,Contient les bioagresseurs telluriques.,,Utilisé dans un système de culture pour la production de légumes vendus frais et non transformés en circuit long. Alternance de solanacées et de cucurbitacées en printemps-été.,La salade d’automne n’est pas protégée contre Botrytis et Sclérotinia.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Apport de fumier,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_GEDUBAT_CTIFL%20Balandran_TM12%20Apport%20de%20MO.pdf,0a001e9bdd44,Les premières années d’expérimentation montrant des résultats prometteurs sur la gestion des nématodes à galles.,"Apport annuel de matière organique, sous forme de fumier, avant la culture de melon. Le fumier est apporté annuellement depuis 2009 (sauf en 2011).",Amélioration de l’activité biologique du sol comme levier de gestion alternatif des nématodes. Cette technique avait déjà été utilisée pendant deux années lors du précédent projet.,Aucune limitation spécifiée dans le texte.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hyménoptères parasitoïdes,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_GEDUBAT_CTIFL%20Balandran_TM12%20Apport%20de%20MO.pdf,0a001e9bdd44,Contrôle des pucerons,"Salades, cucurbitacées (melon)",,Aucune limitation mentionnée,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Amblydromalus limonicus,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf,9f3a5434ba5c,"Contrôle des ravageurs : Contrôler dès les 1ères semaines de culture le thrips, puis les acariens tétranyques, les aleurodes avant la fin de l’été.",Non spécifié,Lutte biologique contre les ravageurs a permis d’obtenir des résultats encourageants.,Freins subsistent concernant les pathogènes (oïdium).,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Amblydromalus limonicus,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf,9f3a5434ba5c,"Contrôler dès les 1ères semaines de culture le thrips, puis les acariens tétranyques, les aleurodes avant la fin de l’été.",Non spécifié,Lutte biologique contre les ravageurs a permis d’obtenir des résultats encourageants.,"Freins subsistent concernant les pathogènes, notamment l’oïdium.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Encarsia formosa,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf,9f3a5434ba5c,"Contrôle des ravageurs : Contrôler dès les 1ères semaines de culture le thrips, puis les acariens tétranyques, les aleurodes avant la fin de l’été.",Non spécifié,Lutte biologique contre les ravageurs a permis d’obtenir des résultats encourageants.,null,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Eretmocerus mundus,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf,9f3a5434ba5c,"Contrôle des ravageurs : Contrôler dès les 1ères semaines de culture le thrips, puis les acariens tétranyques, les aleurodes avant la fin de l’été.",Non spécifié,Lutte biologique contre les ravageurs a permis d’obtenir des résultats encourageants.,null,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Hydrogénocarbonate de potassium,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf,9f3a5434ba5c,Screening des alternatives possibles depuis quatre ans pour l'oïdium.,,Le système innovant présenté ici a été mis en œuvre dans son ensemble en 2016 et 2017. Il doit apporter des références sur l’efficacité de contrôle de l’agent pathogène et la compatibilité des substances alternatives vis-à-vis des auxiliaires.,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrolophus pygmaeus,http://www.ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_Hortiflor_Scradh_Gerbera%20Innovant.pdf,9f3a5434ba5c,Contrôle des pucerons,Lutte biologique intégrée (PBI) depuis la plantation jusqu’à l’arrachage des plants,Résultats encourageants,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Extraits hydroalcooliques de plantes + argile + soufre + lithothamme,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf,3f3e9abc5cdf,"Contrôle des thrips par les auxiliaires N. cucumeris. Résultats très satisfaisants sur les cultures hivernales (renoncule, anémones), mais contrôle insuffisant sur les cultures estivales.",,La combinaison des différents leviers a permis une maitrise générale des bioagresseurs.,Contrôle insuffisant sur les cultures estivales.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Extraits hydroalcooliques de plantes + argile + soufre + lithothamme,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf,3f3e9abc5cdf,Contrôle de l'oïdium,,"La combinaison des différents leviers a permis une maitrise générale des bioagresseurs et notamment le thrips par les auxiliaires N. cucumeris. Si les résultats sur les cultures hivernales (renoncule, anémones) sont très satisfaisants, en revanche sur les cultures estivales le contrôle s’avère encore insuffisant.",Contrôle insuffisant sur les cultures estivales,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Lipopeptides,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf,3f3e9abc5cdf,Contrôle du Botrytis cinerea,,"La combinaison des différents leviers a permis une maitrise générale des bioagresseurs et notamment le thrips par les auxiliaires N. cucumeris. Si les résultats sur les cultures hivernales (renoncule, anémones) sont très satisfaisants, en revanche sur les cultures estivales le contrôle s’avère encore insuffisant.",Contrôle insuffisant sur les cultures estivales,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Lipopeptides,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf,3f3e9abc5cdf,Contrôle de l'oïdium,,"La combinaison des différents leviers a permis une maitrise générale des bioagresseurs et notamment le thrips par les auxiliaires N. cucumeris. Si les résultats sur les cultures hivernales (renoncule, anémones) sont très satisfaisants, en revanche sur les cultures estivales le contrôle s’avère encore insuffisant.",Contrôle insuffisant sur les cultures estivales,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Neoseiulus cucumeris,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf,3f3e9abc5cdf,"La combinaison des différents leviers a permis une maitrise générale des bioagresseurs et notamment le thrips par les auxiliaires N. cucumeris. Si les résultats sur les cultures hivernales (renoncule, anémones) sont très satisfaisants, en revanche sur les cultures estivales le contrôle s’avère encore insuffisant.",,Utilisation pour le contrôle des thrips.,Contrôle insuffisant sur les cultures estivales.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Trichoderma harzianum,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf,3f3e9abc5cdf,Contrôle des maladies telluriques,,"Les résultats sur les cultures hivernales (renoncule, anémones) sont très satisfaisants.",Le contrôle s’avère encore insuffisant sur les cultures estivales.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphidius colemani,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf,3f3e9abc5cdf,Contrôle des pucerons,,Le positionnement de traitements localisés et le recours à des parasitoïdes (Aphidius) permettent une maitrise générale des bioagresseurs et notamment le thrips par les auxiliaires N. cucumeris.,Sur les cultures estivales le contrôle s’avère encore insuffisant.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphidius ervi,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf,3f3e9abc5cdf,Contrôle des pucerons,,"Les résultats sur les cultures hivernales (renoncule, anémones) sont très satisfaisants.",Le contrôle s’avère encore insuffisant sur les cultures estivales.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus thuringiensis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf,3f3e9abc5cdf,"Si les résultats sur les cultures hivernales (renoncule, anémones) sont très satisfaisants, en revanche sur les cultures estivales le contrôle s’avère encore insuffisant.",,"Utilisation de Bacillus thuringiensis pour le contrôle des chenilles dans les cultures de fleurs coupées (renoncules, anémones, pavot, lisianthus, limonium).",Contrôle insuffisant sur les cultures estivales.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphidius sp.,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf,e162405bc9a3,Contrôle des pucerons,Protection Biologique Intégrée (PBI),,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus thuringiensis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf,e162405bc9a3,Contrôle des chenilles,Protection Biologique Intégrée (PBI) par l’apport d’auxiliaires d’élevage contre les ravageurs.,Contrôle correct des ravageurs et maladies.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Chrysoperla carnea,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf,e162405bc9a3,Contrôle des ravageurs et maladies.,Protection Biologique Intégrée (PBI) par l’apport d’auxiliaires d’élevage contre les ravageurs.,Permet un contrôle correct des ravageurs et maladies. Nécessite une optimisation fine de plusieurs facteurs et la pertinence économique reste à confirmer.,Nécessite une optimisation fine de plusieurs facteurs et la pertinence économique reste à confirmer.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Coniothyrium minitans,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf,e162405bc9a3,limiter les problèmes telluriques,avant chaque culture,,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Macrocheles robustus,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf,e162405bc9a3,Contrôle des ravageurs et maladies.,Protection Biologique Intégrée,Apport d’auxiliaires d’élevage contre les ravageurs.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Neoseiulus cucumeris,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf,e162405bc9a3,Contrôle des ravageurs et maladies.,Protection Biologique Intégrée,"Fait appel à la mise en place d’une rotation et de leviers agronomiques, à la Protection Biologique Intégrée, au paillage du sol et à l’optimisation de la conduite climatique. Cette combinaison de leviers a permis d’aboutir à des IFT relativement faibles pour une production de fleurs coupées avec un contrôle correct des ravageurs et maladies.",Nécessite une optimisation fine de plusieurs facteurs et la pertinence économique de ces pratiques reste à confirmer.,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phytoseiulus persimilis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf,e162405bc9a3,Contrôle des ravageurs et maladies.,Protection Biologique Intégrée (PBI),Utilisation d'auxiliaires d'élevage contre les ravageurs.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Trichoderma harzianum,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf,e162405bc9a3,limiter les problèmes telluriques,avant chaque culture,,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Bacillus pumilus,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_Arexhor%20Seine-Manche_Choisya.pdf,64bab564a53b,refreinées par antagonisme physique ou bien chimique,,lutte contre Phytophthora sp. est un facteur clef pour la réussite des cultures,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Neoseiulus californicus,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_Arexhor%20Seine-Manche_Choisya.pdf,64bab564a53b,Refrein des populations d'agents pathogènes par antagonisme physique ou bien chimique.,null,Stimulation de la vie microbienne au sein des conteneurs pour refreiner les populations d’agents pathogènes.,"Problèmes liés aux ravageurs et surtout aux maladies dont le premier représentant est l’oomycète du genre Phytophthora, inquiètent la production.",0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Phytoseiulus persimilis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_Arexhor%20Seine-Manche_Choisya.pdf,64bab564a53b,refreinées par antagonisme physique ou bien chimique,,lutte contre Phytophthora sp.,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Pythium oligandrum,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_Arexhor%20Seine-Manche_Choisya.pdf,64bab564a53b,refreinées par antagonisme physique ou bien chimique,,lutte contre Phytophthora sp. est un facteur clef pour la réussite des cultures,se développe dans les substrats et est capable d’anéantir une culture les années où la pression est importante,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Trichoderma harzianum,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_Arexhor%20Seine-Manche_Choisya.pdf,64bab564a53b,refreinées par antagonisme physique ou bien chimique,,lutte contre Phytophthora sp. est un facteur clef pour la réussite des cultures,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Anthocoris nemoralis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_GIE%20FPSO_Eleaegnus.pdf,edd3c657f619,Efficace contre les psylles,Lâcher d'Anthocoris nemoralis,Maintien des populations de psylle à des niveaux acceptables.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Anthocoris nemoralis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_GIE%20FPSO_Eleaegnus.pdf,edd3c657f619,Efficace contre les pucerons,,"Un auxiliaire, Anthocoris nemoralis se révèle pourtant efficace.",,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Huiles diverses,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_GIE%20FPSO_Eleaegnus.pdf,edd3c657f619,Maintien des populations de psylle à des niveaux acceptables.,Utilisation d'huiles diverses (non spécifiées) dans le cadre de la PBI.,Utilisation des huiles diverses dans le cadre d'une stratégie PBI pour lutter contre les psylles.,,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Tamarixia upis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_GIE%20FPSO_Eleaegnus.pdf,edd3c657f619,Maintien des populations de psylle à des niveaux acceptables.,Lâcher d'un micro-hyménoptère parasitoïde de psylle dénommé Tamarixia upis puis lâcher d'Anthocoris nemoralis.,Les stratégies PBI mises en place sur les itinéraires « innovants » ont permis de maintenir les populations de psylle à des niveaux acceptables.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Tamarixia upis,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_GIE%20FPSO_Eleaegnus.pdf,edd3c657f619,Maintien des populations de psylle à des niveaux acceptables.,Lâcher d'un micro-hyménoptère parasitoïde de psylle dénommé Tamarixia upis puis lâcher d'Anthocoris nemoralis.,La stratégie repose sur un lâcher de Tamarixia upis puis d'Anthocoris nemoralis.,,1.0,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Aphidoletes aphidimyza,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CDHR_Viburnum.pdf,acf34b2caecf,Les lâchers d’auxiliaires ont suffi à maintenir la population en dessous du seuil de nuisibilité dans le système Ecophyto. La suite de la saison se gère assez facilement en ayant recours à des plantes fleuries pour attirer la faune auxiliaire naturelle.,Lâchers réguliers de chrysopes et mise en place de plantes fleuries dans la culture. Début de la saison représente le moment le plus délicat car les auxiliaires naturels sont peu présents et le climat peu propice aux lâchers.,"En cas de forte attaque, le développement de fumagine peut rendre la culture invendable. Le système Ecophyto a permis de maintenir la population en dessous du seuil de nuisibilité.",Pression assez forte en début de saison (Sem 18 à Sem 26) ayant nécessité une intervention avec un produit phytosanitaire.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
Chrysoperla carnea,http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CDHR_Viburnum.pdf,acf34b2caecf,"Les lâchers d’auxiliaires ont suffi à maintenir la population en dessous du seuil de nuisibilité dans le système Ecophyto. Le système référence, sans lâchers, subit d’importantes pertes.",Lâchers réguliers de chrysopes et la mise en place de plantes fleuries dans la culture.,"Maîtrise des pucerons. En cas de forte attaque, le développement de fumagine peut rendre la culture invendable.",Le début de la saison représente le moment le plus délicat car les auxiliaires naturels sont peu présents et le climat peu propice aux lâchers.,0.9,llm_pdf_gemma3,2026-02-27T19:34:02Z,formatted
